ID_PERGUNTA;PERGUNTA;ID_QUESTIONARIO;QUESTIONARIO;CL_PERGUNTA;Tipo_Pergunta;EIXO_SINAES;DIM_SINAES;Ordem
1743;As metodologias de ensino corresponderam aos propósitos do plano.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);2
1744;As formas de avaliação da aprendizagem foram compatíveis com os objetivos do plano, e contribuíram para a minha formação e autonomia.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);3
1745;A carga horária proposta para esta disciplina foi compatível com os objetivos do plano.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);4
1746;O conteúdo foi apresentado com linguagem adequada e exemplos atuais e contextualizados para promoção da aprendizagem.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);5
1747;O plano da disciplina foi cumprido e, quando necessário, adaptado ao perfil da turma.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);6
1748;As correções das atividades e as devolutivas sobre as avaliações contribuíram no processo de aprendizagem.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);7
1749;O material didático sugerido teve coerência teórica e ofereceu condições adequadas para o estudo e a aprendizagem.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);8
1750;O material didático disponibilizado no ambiente virtual de aprendizagem (AVA) tinha linguagem adequada, acessível e inclusiva.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);9
1751;O apoio e a orientação adequados e constantes de tutoria possibilitaram o bom aproveitamento da disciplina.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);10
1762;As correções das atividades e as devolutivas sobre as avaliações contribuíram no processo de aprendizagem.;523;Disciplina: avaliação da percepção discente sobre o processo formativo;Disciplina;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);1
1764;Houve interação regular do docente com o estudante no ambiente virtual de aprendizagem (AVA), de acordo com as necessidades didáticas da disciplina.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);1
1765;O suporte de tutoria foi importante para promover a interação e manter a qualidade no relacionamento com os estudantes.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);2
1766;As atividades e leituras complementares sugeridas pela tutoria auxiliaram a formação.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);3
1767;Houve o fomento do raciocínio crítico com base em literatura atualizada e o acesso a conteúdos de pesquisa, grupos de estudos ou publicações.;524;Disciplina EaD: avaliação da percepção discente sobre o processo formativo;DisciplinaEAD;AvPDSPF;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Pedagógico);4
1811;As informações divulgadas no Portal da UFPR são objetivas e atualizadas, apresentando aspectos institucionais e acadêmicos relevantes.;605;Políticas de Comunicação com a Sociedade;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);1
1812;A estratégia de comunicação institucional garante o acompanhamento da imagem pública da instituição perante a sociedade.;605;Políticas de Comunicação com a Sociedade;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);2
1820;Os programas de apoio à permanência estudantil* ofertados na UFPR geram resultados visíveis na vida acadêmica dos estudantes atendidos.;606;Políticas Institucionais de Atendimento aos Estudantes;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);1
1828;Se desejar, indique suas percepções sobre as Políticas do Complexo do Hospital de Clínicas em seu papel como um hospital-escola.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);1
1942;O projeto pedagógico do curso promove a interdisciplinaridade, ou seja, o diálogo entre as disciplinas, favorecendo ao aluno novas percepções dos conteúdos.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);1
1943;A organização do curso possibilita a formação plural (acadêmica, profissional e cidadã) do aluno.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);2
1944;A organização do curso favorece a articulação entre teorias estudadas e atividades práticas para o aprendizado profissional.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);3
1945;A flexibilidade curricular do curso promove autonomia ao estudante ao permitir a personalização do ensino.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);4
1946;São efetivas as ações pedagógicas que fortalecem a indissociabilidade entre as atividades de ensino, pesquisa e extensão para o curso.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);5
1947;O curso oferta atividades de pesquisa* que ampliam a formação do aluno.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);6
1948;O curso oferta atividades de extensão* adequadas à formação do aluno.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);7
1949;O curso oferta diversas atividades formativas complementares* à formação do aluno.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);8
1950;As normativas de estágio curricular estão implantadas na instituição, são claras e atendem aos propósitos de formação geral e específica do aluno.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);9
1951;Na UFPR, as ações de cooperação internacional, políticas linguísticas e mobilidade acadêmica/intercâmbio nacional e internacional contribuem para o processo de produção do conhecimento e ampliação das experiências dos estudantes de graduação.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);10
1952;Há efetividade nas ações e políticas da UFPR que visam dirimir a evasão e o abandono nos cursos de graduação.;604;Políticas para o Ensino, a Pesquisa e a Extensão;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);11
1953;Os canais de comunicação utilizados na UFPR possibilitam a visibilidade das políticas e ações institucionais, interna e externamente.;605;Políticas de Comunicação com a Sociedade;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);1
1954;O Portal do Curso é uma ferramenta eficiente de informação para a comunidade estudantil.;605;Políticas de Comunicação com a Sociedade;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);2
1955;As normas acadêmicas (Resoluções, Portarias, Normativas, Editais, Manual para Estudantes etc.) são divulgadas pela instituição e estão acessíveis aos estudantes.;605;Políticas de Comunicação com a Sociedade;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);3
1956;A Ouvidoria Geral atende adequadamente às manifestações que lhe são requeridas e é efetiva no encaminhamento e acompanhamento das demandas dos estudantes.;605;Políticas de Comunicação com a Sociedade;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);4
1957;A instituição oferta atendimento pedagógico e psicossocial suficiente, efetivo e adequado às demandas da comunidade estudantil.;606;Políticas Institucionais de Atendimento aos Estudantes;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);1
1958;Os serviços institucionais de acolhimento e orientação às vítimas de discriminação, assédio e/ou violência são efetivos e geram resultados visíveis na vida acadêmica dos estudantes atendidos.;606;Políticas Institucionais de Atendimento aos Estudantes;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);2
1959;O apoio institucional aos estudantes com deficiências e transtornos neurológicos garante a inclusão, e é visível a melhora no aprendizado.;606;Políticas Institucionais de Atendimento aos Estudantes;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);3
1960;O apoio de tradutores e intérpretes de linguagem de sinais aos estudantes surdos garante a acessibilidade no aprendizado.;606;Políticas Institucionais de Atendimento aos Estudantes;Curso;PlAc;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Políticas);4
1961;Espaço aberto para comentário (opcional).;607;Considerações finais sobre a avaliação do curso;Curso;AAvE;Eixo 3: Políticas Acadêmicas;Dim 2: Ensino (Autoavaliação);1
1982;A missão* da UFPR é coerente com as necessidades locais e regionais.;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;1
1983;Percebe-se que a sociedade reconhece a relevância da UFPR na construção de uma sociedade inclusiva, equânime e solidária, reflexo de sua missão* e valores**. ;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;2
1984;"Enquanto servidor (docente ou técnico), tenho familiaridade com o Plano de Desenvolvimento Institucional (PDI)* da UFPR.		";644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;3
1985;Percebo o envolvimento de diversos atores da unidade em que atuo na construção e revisão do Plano de Desenvolvimento Institucional (PDI).;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;4
1986;Os objetivos estratégicos do Plano de Desenvolvimento Institucional (PDI) para o quinquênio 2022-2026 estão alinhados à missão* e visão** da instituição.;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;5
1987;Há articulação entre o Plano de Desenvolvimento Institucional (PDI) e o Projeto Pedagógico Institucional (PPI).;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;6
1988;Há coerência entre o Plano de Desenvolvimento Institucional (PDI) e as ações institucionais de ensino, pesquisa, extensão, inovação, internacionalização e gestão.;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;7
1989;As ações de diversidade e inclusão na universidade condizem com as metas estabelecidas no Plano de Desenvolvimento Institucional (PDI).;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;8
1990;As ações voltadas à memória, ao patrimônio cultural e à produção artística na universidade estão de acordo com as metas estabelecidas no Plano de Desenvolvimento Institucional (PDI).;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;9
1991;As ações de preservação do meio-ambiente e de desenvolvimento sustentável na universidade estão em sintonia com as metas estabelecidas no Plano de Desenvolvimento Institucional (PDI).;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;10
1992;O planejamento interno setorial, com metas e atividades claramente definidas, está alinhado aos objetivos estratégicos e módulos de ação traçados no Plano de Desenvolvimento Institucional (PDI).;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;11
1993;Se desejar, indique suas percepções sobre a missão e o Plano de Desenvolvimento Institucional (PDI) na UFPR em geral ou em alguma situação específica.;644;Missão e Plano de Desenvolvimento Institucional;Institucional;MsãoPDI;Eixo 1: Planejamento e Avaliação Institucional;Dim 1: Missão e PDI;12
1994;As ações de inclusão e diversidade social são efetivas na instituição*.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;1
1995;"Estão implantadas iniciativas institucionais e/ou setoriais que promovem a proteção ambiental, como a correta separação de lixo, a destinação responsável de resíduos, o aproveitamento de recursos naturais, o tratamento de efluentes, e/ou outras iniciativas.		";645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;2
1996;"Os projetos institucionais e/ou setoriais de incentivo ao uso consciente de água, energia elétrica e suprimentos (materiais de expediente, laboratoriais, limpeza e higienização, proteção e segurança etc.) são eficazes.		";645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;3
1997;O planejamento setorial, com o apoio da administração central da UFPR, considera a necessidade de adaptações físicas para a melhoria da acessibilidade nos ambientes internos e nos campi.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;4
1998;A universidade contribui efetivamente com a criação de conhecimentos para o desenvolvimento científico, técnico e profissional do país.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;5
1999;São notórios os programas e projetos de extensão, bem como projetos institucionais que colaboram com o desenvolvimento econômico e social da região.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;6
2000;A universidade promove cursos e programas de formação inicial e continuada de docentes para a educação básica.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;7
2001;São visíveis as ações que fortalecem e preservam a memória cultural, a produção artística e o patrimônio cultural da instituição.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;8
2002;A relação da UFPR com os setores público e privado, com o mercado de trabalho e com instituições sociais, culturais e educativas são suficientes e cooperam para o desenvolvimento institucional.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;9
2003;Se desejar, indique suas percepções sobre responsabilidade social na UFPR em geral ou em alguma situação específica.;645;Responsabilidade Social;Institucional;RsSc;Eixo 2: Desenv. Institucional;Dim 3: Resp. Social;10
2004;As necessidades institucionais de pessoal estão bem dimensionadas e o quadro é adequado às demandas da minha unidade de lotação.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;1
2005;O processo de movimentação interna é objetivo e transparente, permitindo a adaptação e acolhimento dos servidores, consideradas suas habilidades e conhecimentos, para a melhor ocupação das vagas.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;2
2006;Os procedimentos para mobilidade de pessoal (redistribuição, colaboração técnica, exercício provisório, requisição, cessão e remoção) estão claros na instituição.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;3
2007;Os gestores respeitam as descrições legais dos diversos cargos técnico-administrativos em educação e alinham as metas institucionais às responsabilidades dos cargos.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;4
2008;Os servidores técnico-administrativos participam do levantamento e definição das necessidades de capacitação e qualificação para a elaboração anual do Plano de Desenvolvimento de Pessoas (PDP) da unidade.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;5
2009;A instituição incentiva e propicia o aperfeiçoamento profissional e cidadão e a formação continuada dos servidores docentes e técnicos.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;6
2010;As normativas legais e institucionais estão claras e orientam os servidores no que se refere à obtenção de auxílios financeiros e licenças para desenvolvimento profissional.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;7
2011;O processo de avaliação de desempenho dos servidores técnico-administrativos é transparente e organizado, e os resultados orientam os gestores na busca de soluções para a melhoria do desempenho das unidades.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;8
2012;As ações de promoção da saúde e qualidade de vida (acompanhamento, prevenção e assistência) são adequadas às necessidades institucionais.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;9
2013;As ações de prevenção e promoção da segurança no trabalho, incluindo a fiscalização das condições de trabalho físicas e do ambiente, são efetivas na UFPR.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;10
2014;Se desejar, indique suas percepções sobre as políticas de pessoal na UFPR em geral ou em alguma situação específica.;646;Políticas de Pessoal;Institucional;PolPes;Eixo 4: Políticas de Gestão;Dim 5: Pessoal e Carreira;11
2015;O funcionamento dos colegiados de curso, plenárias departamentais, conselhos setoriais e conselhos superiores é transparente, autônomo e com representatividade de todos os segmentos da comunidade universitária nos processos decisórios.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;1
2016;As decisões e documentações resultantes das sessões dos colegiados, plenárias e conselhos são apropriadas pela comunidade interna e guiam os processos de gestão institucional.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;2
2017;As atribuições e competências de cada unidade organizacional estão claras e organizadas em regimentos, e refletem a realidade da área.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;3
2018;São aplicados mecanismos* efetivos de desburocratização e racionalização dos serviços, visando à otimização do trabalho e à agilidade no atendimento aos públicos.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;4
2019;Os gestores acadêmicos e administrativos (pró-reitores, diretores, chefias, coordenadores, superintendentes e equivalentes) estão adequadamente capacitados pela instituição para assumirem suas funções.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;5
2020;As unidades gestoras conduzem a organização do teletrabalho de forma adequada, levando em consideração os objetivos do Programa de Gestão e Desempenho (PGD).;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;6
2021;A instituição acolhe e apoia aqueles que sofrem qualquer forma de violência* dentro do ambiente da universidade.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;7
2022;São visíveis os movimentos de incentivo à inovação tecnológica por meio de parcerias.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;8
2023;Enquanto servidor (docente ou técnico) lotado em campus/setor fora da sede, observo o diálogo entre a administração central e o campus/setor para garantir a integração e a implantação de projetos de desenvolvimento institucional que consolidam e valorizam esses espaços.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;9
2024;O apoio em tecnologias de informação e comunicação para as atividades de gestão acadêmica e administrativa é adequado à demanda institucional.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;10
2025;A instituição dá suporte à comunidade interna nas demandas de proteção do conhecimento, transferência de tecnologia e negociação da propriedade intelectual.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;11
2026;A cultura empreendedora e de incubação de empresas é disseminada para toda a comunidade universitária.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;12
2027;São organizadas e transparentes as políticas e normativas de gestão de patrimônio.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;13
2028;São organizadas e transparentes as políticas e normativas de gestão de suprimentos/materiais de consumo*.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;14
2029;Há transparência na gestão e no planejamento da força de trabalho terceirizada.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;15
2030;Se desejar, indique suas percepções sobre a organização e gestão institucional na UFPR em geral ou em alguma situação específica.;647;Organização e Gestão da Instituição;Institucional;OrgGesInst;Eixo 1: Planejamento e Avaliação Institucional;Dim 6: Gestão e Organização;16
2031;As políticas de controle orçamentário e de alocação de recursos refletem o planejamento institucional.;648;Sustentabilidade Financeira;Institucional;SustFin;Eixo 4: Políticas de Gestão;Dim 10: Sust. Financeira;1
2033;As políticas de captação e alocação de recursos são transparentes e amplamente disseminadas na instituição.;648;Sustentabilidade Financeira;Institucional;SustFin;Eixo 4: Políticas de Gestão;Dim 10: Sust. Financeira;2
2034;A formalização de parcerias com captação de recursos externos e financiamentos produzem resultados efetivos nas atividades de ensino, pesquisa e extensão.;648;Sustentabilidade Financeira;Institucional;SustFin;Eixo 4: Políticas de Gestão;Dim 10: Sust. Financeira;3
2035;As fundações gerenciam de forma transparente os recursos que recebem, provenientes de captação externa.;648;Sustentabilidade Financeira;Institucional;SustFin;Eixo 4: Políticas de Gestão;Dim 10: Sust. Financeira;4
2036;A transparência no gerenciamento das licitações e contratações para aquisições de materiais e serviços é prática da instituição.;648;Sustentabilidade Financeira;Institucional;SustFin;Eixo 4: Políticas de Gestão;Dim 10: Sust. Financeira;5
2037;Se desejar, indique suas percepções sobre a sustentabilidade financeira na UFPR em geral ou em alguma situação específica.;648;Sustentabilidade Financeira;Institucional;SustFin;Eixo 4: Políticas de Gestão;Dim 10: Sust. Financeira;6
2038;A missão* do Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh) é coerente com as necessidades locais e regionais.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);1
2039;Percebe-se que a sociedade reconhece a relevância e excelência do Complexo do Hospital de Clínicas na rede de serviços em saúde, reflexo de sua missão* e valores**.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);2
2040;Enquanto servidor (docente ou técnico) em exercício no Complexo do Hospital de Clínicas, estou familiarizado com o Plano Diretor Estratégico (PDE)*.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);3
2041;O planejamento interno da minha unidade/setor/divisão/gerência, com metas e atividades claramente definidas, está alinhado aos objetivos estratégicos e indicadores traçados no Plano Diretor Estratégico (PDE).;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);4
2042;O Complexo do Hospital de Clínicas promove um ambiente de respeito e acolhimento à diversidade.;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);5
2043;Os ambientes de trabalho do Complexo do Hospital de Clínicas são adaptados para receber profissionais PCD (pessoa com deficiência).;649;Complexo do Hospital de Clínicas (CHC-UFPR/Ebserh);Institucional;CHC;Eixo 4: Políticas de Gestão;Dim 6: Gestão (Hosp. Escola);6
