ID_PESQUISA;ID_QUESTIONARIO;ID_PERGUNTA;SIGLA_LOTACAO;RESPOSTA;SITUACAO
46962;648;2033;GAB/ASS;Desconheço;Fim respostas
46962;648;2034;GAB/ASS;Desconheço;Fim respostas
46962;648;2035;GAB/ASS;Desconheço;Fim respostas
46962;648;2036;GAB/ASS;Desconheço;Fim respostas
46963;644;1982;PL/UAAG;Concordo;Fim respostas
46963;644;1983;PL/UAAG;Concordo;Fim respostas
46963;644;1984;PL/UAAG;Concordo;Fim respostas
46963;644;1985;PL/UAAG;Concordo;Fim respostas
46963;644;1986;PL/UAAG;Concordo;Fim respostas
46963;644;1987;PL/UAAG;Concordo;Fim respostas
46963;644;1988;PL/UAAG;Concordo;Fim respostas
46963;644;1989;PL/UAAG;Concordo;Fim respostas
46963;644;1990;PL/UAAG;Concordo;Fim respostas
46963;644;1991;PL/UAAG;Concordo;Fim respostas
46963;644;1992;PL/UAAG;Concordo;Fim respostas
46963;645;1994;PL/UAAG;Concordo;Fim respostas
46963;645;1995;PL/UAAG;Concordo;Fim respostas
46963;645;1996;PL/UAAG;Concordo;Fim respostas
46963;645;1997;PL/UAAG;Concordo;Fim respostas
46963;645;1998;PL/UAAG;Concordo;Fim respostas
46963;645;1999;PL/UAAG;Concordo;Fim respostas
46963;645;2000;PL/UAAG;Concordo;Fim respostas
46963;645;2001;PL/UAAG;Concordo;Fim respostas
46963;645;2002;PL/UAAG;Concordo;Fim respostas
46963;646;2004;PL/UAAG;Discordo;Fim respostas
46963;646;2005;PL/UAAG;Concordo;Fim respostas
46963;646;2006;PL/UAAG;Concordo;Fim respostas
46963;646;2007;PL/UAAG;Concordo;Fim respostas
46963;646;2008;PL/UAAG;Concordo;Fim respostas
46963;646;2009;PL/UAAG;Concordo;Fim respostas
46963;646;2010;PL/UAAG;Concordo;Fim respostas
46963;646;2011;PL/UAAG;Concordo;Fim respostas
46963;646;2012;PL/UAAG;Concordo;Fim respostas
46963;646;2013;PL/UAAG;Discordo;Fim respostas
46963;647;2015;PL/UAAG;Concordo;Fim respostas
46963;647;2016;PL/UAAG;Concordo;Fim respostas
46963;647;2017;PL/UAAG;Concordo;Fim respostas
46963;647;2018;PL/UAAG;Concordo;Fim respostas
46963;647;2019;PL/UAAG;Concordo;Fim respostas
46963;647;2020;PL/UAAG;Concordo;Fim respostas
46963;647;2021;PL/UAAG;Concordo;Fim respostas
46963;647;2022;PL/UAAG;Concordo;Fim respostas
46963;647;2023;PL/UAAG;Concordo;Fim respostas
46963;647;2024;PL/UAAG;Concordo;Fim respostas
46963;647;2025;PL/UAAG;Concordo;Fim respostas
46963;647;2026;PL/UAAG;Concordo;Fim respostas
46963;647;2027;PL/UAAG;Concordo;Fim respostas
46963;647;2028;PL/UAAG;Concordo;Fim respostas
46963;647;2029;PL/UAAG;Concordo;Fim respostas
46963;648;2031;PL/UAAG;Concordo;Fim respostas
46963;648;2033;PL/UAAG;Concordo;Fim respostas
46963;648;2034;PL/UAAG;Concordo;Fim respostas
46963;648;2035;PL/UAAG;Concordo;Fim respostas
46963;648;2036;PL/UAAG;Concordo;Fim respostas
46963;649;2038;PL/UAAG;Desconheço;Fim respostas
46963;649;2039;PL/UAAG;Desconheço;Fim respostas
46963;649;2040;PL/UAAG;Desconheço;Fim respostas
46963;649;2041;PL/UAAG;Desconheço;Fim respostas
46963;649;2042;PL/UAAG;Desconheço;Fim respostas
46963;649;2043;PL/UAAG;Desconheço;Fim respostas
46963;649;2044;PL/UAAG;Desconheço;Fim respostas
46963;649;2045;PL/UAAG;Desconheço;Fim respostas
46963;649;2046;PL/UAAG;Desconheço;Fim respostas
46963;649;2047;PL/UAAG;Desconheço;Fim respostas
46963;649;2048;PL/UAAG;Desconheço;Fim respostas
46963;649;2049;PL/UAAG;Desconheço;Fim respostas
46963;649;2050;PL/UAAG;Desconheço;Fim respostas
46963;649;2051;PL/UAAG;Desconheço;Fim respostas
46963;649;2052;PL/UAAG;Desconheço;Fim respostas
46963;649;2053;PL/UAAG;Desconheço;Fim respostas
46963;649;2054;PL/UAAG;Desconheço;Fim respostas
46963;649;2055;PL/UAAG;Desconheço;Fim respostas
46963;649;2056;PL/UAAG;Desconheço;Fim respostas
46963;649;2057;PL/UAAG;Desconheço;Fim respostas
46964;644;1982;PL/UCEO;Concordo;Fim respostas
46964;644;1983;PL/UCEO;Desconheço;Fim respostas
46964;644;1984;PL/UCEO;Concordo;Fim respostas
46964;644;1985;PL/UCEO;Desconheço;Fim respostas
46964;644;1986;PL/UCEO;Concordo;Fim respostas
46964;644;1987;PL/UCEO;Desconheço;Fim respostas
46964;644;1988;PL/UCEO;Desconheço;Fim respostas
46964;644;1989;PL/UCEO;Desconheço;Fim respostas
46964;644;1990;PL/UCEO;Desconheço;Fim respostas
46964;644;1991;PL/UCEO;Desconheço;Fim respostas
46964;645;1994;PL/UCEO;Concordo;Fim respostas
46964;645;1995;PL/UCEO;Concordo;Fim respostas
46964;645;1996;PL/UCEO;Discordo;Fim respostas
46964;645;1997;PL/UCEO;Desconheço;Fim respostas
46964;645;1998;PL/UCEO;Concordo;Fim respostas
46964;645;1999;PL/UCEO;Concordo;Fim respostas
46964;645;2000;PL/UCEO;Desconheço;Fim respostas
46964;645;2001;PL/UCEO;Desconheço;Fim respostas
46964;645;2002;PL/UCEO;Desconheço;Fim respostas
46964;646;2004;PL/UCEO;Discordo;Fim respostas
46964;646;2005;PL/UCEO;Discordo;Fim respostas
46964;646;2006;PL/UCEO;Discordo;Fim respostas
46964;646;2007;PL/UCEO;Desconheço;Fim respostas
46964;646;2008;PL/UCEO;Concordo;Fim respostas
46964;646;2009;PL/UCEO;Concordo;Fim respostas
46964;646;2010;PL/UCEO;Discordo;Fim respostas
46964;646;2011;PL/UCEO;Discordo;Fim respostas
46964;646;2012;PL/UCEO;Concordo;Fim respostas
46964;646;2013;PL/UCEO;Discordo;Fim respostas
46964;647;2015;PL/UCEO;Desconheço;Fim respostas
46964;647;2016;PL/UCEO;Desconheço;Fim respostas
46964;647;2017;PL/UCEO;Desconheço;Fim respostas
46964;647;2018;PL/UCEO;Discordo;Fim respostas
46964;647;2019;PL/UCEO;Discordo;Fim respostas
46964;647;2020;PL/UCEO;Desconheço;Fim respostas
46964;647;2021;PL/UCEO;Desconheço;Fim respostas
46964;647;2022;PL/UCEO;Desconheço;Fim respostas
46964;647;2023;PL/UCEO;Desconheço;Fim respostas
46964;647;2024;PL/UCEO;Desconheço;Fim respostas
46964;647;2025;PL/UCEO;Desconheço;Fim respostas
46964;647;2026;PL/UCEO;Desconheço;Fim respostas
46964;647;2027;PL/UCEO;Desconheço;Fim respostas
46964;647;2028;PL/UCEO;Concordo;Fim respostas
46964;647;2029;PL/UCEO;Desconheço;Fim respostas
46964;648;2031;PL/UCEO;Concordo;Fim respostas
46964;648;2033;PL/UCEO;Concordo;Fim respostas
46964;648;2034;PL/UCEO;Desconheço;Fim respostas
46964;648;2035;PL/UCEO;Concordo;Fim respostas
46964;648;2036;PL/UCEO;Discordo;Fim respostas
46964;649;2038;PL/UCEO;Desconheço;Fim respostas
46964;649;2039;PL/UCEO;Desconheço;Fim respostas
46964;649;2040;PL/UCEO;Desconheço;Fim respostas
46964;649;2041;PL/UCEO;Desconheço;Fim respostas
46964;649;2042;PL/UCEO;Desconheço;Fim respostas
46964;649;2043;PL/UCEO;Desconheço;Fim respostas
46964;649;2044;PL/UCEO;Desconheço;Fim respostas
46964;649;2045;PL/UCEO;Desconheço;Fim respostas
46964;649;2046;PL/UCEO;Desconheço;Fim respostas
46964;649;2047;PL/UCEO;Desconheço;Fim respostas
46964;649;2048;PL/UCEO;Desconheço;Fim respostas
46964;649;2049;PL/UCEO;Desconheço;Fim respostas
46964;649;2050;PL/UCEO;Desconheço;Fim respostas
46964;649;2051;PL/UCEO;Desconheço;Fim respostas
46964;649;2052;PL/UCEO;Desconheço;Fim respostas
46964;649;2053;PL/UCEO;Desconheço;Fim respostas
46964;649;2054;PL/UCEO;Desconheço;Fim respostas
46964;649;2055;PL/UCEO;Desconheço;Fim respostas
46964;649;2056;PL/UCEO;Desconheço;Fim respostas
46964;649;2057;PL/UCEO;Desconheço;Fim respostas
46965;644;1982;R/JA;Concordo;Fim respostas
46965;644;1983;R/JA;Concordo;Fim respostas
46965;644;1984;R/JA;Concordo;Fim respostas
46965;644;1985;R/JA;Concordo;Fim respostas
46965;644;1986;R/JA;Concordo;Fim respostas
46965;644;1987;R/JA;Concordo;Fim respostas
46965;644;1988;R/JA;Concordo;Fim respostas
46965;644;1989;R/JA;Concordo;Fim respostas
46965;644;1990;R/JA;Concordo;Fim respostas
46965;644;1991;R/JA;Concordo;Fim respostas
46965;644;1992;R/JA;Concordo;Fim respostas
46965;645;1994;R/JA;Concordo;Fim respostas
46965;645;1995;R/JA;Discordo;Fim respostas
46965;645;1996;R/JA;Concordo;Fim respostas
46965;645;1997;R/JA;Concordo;Fim respostas
46965;645;1998;R/JA;Concordo;Fim respostas
46965;645;1999;R/JA;Concordo;Fim respostas
46965;645;2000;R/JA;Concordo;Fim respostas
46965;645;2001;R/JA;Concordo;Fim respostas
46965;645;2002;R/JA;Concordo;Fim respostas
46965;646;2004;R/JA;Concordo;Fim respostas
46965;646;2005;R/JA;Concordo;Fim respostas
46965;646;2006;R/JA;Concordo;Fim respostas
46965;646;2007;R/JA;Concordo;Fim respostas
46965;646;2008;R/JA;Concordo;Fim respostas
46965;646;2009;R/JA;Concordo;Fim respostas
46965;646;2010;R/JA;Concordo;Fim respostas
46965;646;2011;R/JA;Concordo;Fim respostas
46965;646;2012;R/JA;Concordo;Fim respostas
46965;646;2013;R/JA;Concordo;Fim respostas
46965;647;2015;R/JA;Concordo;Fim respostas
46965;647;2016;R/JA;Concordo;Fim respostas
46965;647;2017;R/JA;Concordo;Fim respostas
46965;647;2018;R/JA;Concordo;Fim respostas
46965;647;2019;R/JA;Concordo;Fim respostas
46965;647;2020;R/JA;Concordo;Fim respostas
46965;647;2021;R/JA;Concordo;Fim respostas
46965;647;2022;R/JA;Concordo;Fim respostas
46965;647;2023;R/JA;Concordo;Fim respostas
46965;647;2024;R/JA;Concordo;Fim respostas
46965;647;2025;R/JA;Concordo;Fim respostas
46965;647;2026;R/JA;Concordo;Fim respostas
46965;647;2027;R/JA;Concordo;Fim respostas
46965;647;2028;R/JA;Concordo;Fim respostas
46965;647;2029;R/JA;Concordo;Fim respostas
46965;648;2031;R/JA;Concordo;Fim respostas
46965;648;2033;R/JA;Concordo;Fim respostas
46965;648;2034;R/JA;Concordo;Fim respostas
46965;648;2035;R/JA;Concordo;Fim respostas
46965;648;2036;R/JA;Concordo;Fim respostas
46965;649;2038;R/JA;Desconheço;Fim respostas
46965;649;2039;R/JA;Desconheço;Fim respostas
46965;649;2040;R/JA;Desconheço;Fim respostas
46965;649;2041;R/JA;Concordo;Fim respostas
46965;649;2042;R/JA;Desconheço;Fim respostas
46965;649;2043;R/JA;Desconheço;Fim respostas
46965;649;2044;R/JA;Desconheço;Fim respostas
46965;649;2045;R/JA;Desconheço;Fim respostas
46965;649;2046;R/JA;Desconheço;Fim respostas
46965;649;2047;R/JA;Desconheço;Fim respostas
46965;649;2048;R/JA;Desconheço;Fim respostas
46965;649;2049;R/JA;Desconheço;Fim respostas
46965;649;2050;R/JA;Desconheço;Fim respostas
46965;649;2051;R/JA;Desconheço;Fim respostas
46965;649;2052;R/JA;Concordo;Fim respostas
46965;649;2053;R/JA;Desconheço;Fim respostas
46965;649;2054;R/JA;Desconheço;Fim respostas
46965;649;2055;R/JA;Desconheço;Fim respostas
46965;649;2056;R/JA;Concordo;Fim respostas
46965;649;2057;R/JA;Desconheço;Fim respostas
46968;644;1982;AGTIC/GOVTIC;Concordo;Fim respostas
46968;644;1983;AGTIC/GOVTIC;Concordo;Fim respostas
46968;644;1985;AGTIC/GOVTIC;Concordo;Fim respostas
46968;644;1986;AGTIC/GOVTIC;Concordo;Fim respostas
46968;644;1987;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;644;1988;AGTIC/GOVTIC;Concordo;Fim respostas
46968;644;1989;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;644;1990;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;644;1991;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;644;1992;AGTIC/GOVTIC;Concordo;Fim respostas
46968;645;1994;AGTIC/GOVTIC;Concordo;Fim respostas
46968;645;1995;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;645;1996;AGTIC/GOVTIC;Discordo;Fim respostas
46968;645;1997;AGTIC/GOVTIC;Discordo;Fim respostas
46968;645;1998;AGTIC/GOVTIC;Concordo;Fim respostas
46968;645;1999;AGTIC/GOVTIC;Concordo;Fim respostas
46968;645;2000;AGTIC/GOVTIC;Concordo;Fim respostas
46968;645;2001;AGTIC/GOVTIC;Discordo;Fim respostas
46968;645;2002;AGTIC/GOVTIC;Discordo;Fim respostas
46968;646;2004;AGTIC/GOVTIC;Discordo;Fim respostas
46968;646;2005;AGTIC/GOVTIC;Concordo;Fim respostas
46968;646;2006;AGTIC/GOVTIC;Discordo;Fim respostas
46968;646;2007;AGTIC/GOVTIC;Discordo;Fim respostas
46968;646;2008;AGTIC/GOVTIC;Concordo;Fim respostas
46968;646;2009;AGTIC/GOVTIC;Concordo;Fim respostas
46968;646;2010;AGTIC/GOVTIC;Concordo;Fim respostas
46968;646;2011;AGTIC/GOVTIC;Discordo;Fim respostas
46968;646;2012;AGTIC/GOVTIC;Concordo;Fim respostas
46968;646;2013;AGTIC/GOVTIC;Discordo;Fim respostas
46968;647;2015;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2016;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;647;2017;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2018;AGTIC/GOVTIC;Discordo;Fim respostas
46968;647;2019;AGTIC/GOVTIC;Discordo;Fim respostas
46968;647;2020;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2021;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2022;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2023;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2024;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2025;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2026;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2027;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2028;AGTIC/GOVTIC;Concordo;Fim respostas
46968;647;2029;AGTIC/GOVTIC;Discordo;Fim respostas
46968;648;2031;AGTIC/GOVTIC;Discordo;Fim respostas
46968;648;2034;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;648;2035;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;648;2036;AGTIC/GOVTIC;Concordo;Fim respostas
46968;649;2038;AGTIC/GOVTIC;Concordo;Fim respostas
46968;649;2039;AGTIC/GOVTIC;Concordo;Fim respostas
46968;649;2040;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2041;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2042;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2043;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2044;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2045;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2046;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2047;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2048;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2049;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2050;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2051;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2052;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2053;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2054;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2055;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2056;AGTIC/GOVTIC;Desconheço;Fim respostas
46968;649;2057;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;644;1982;AGTIC/GOVTIC;Concordo;Fim respostas
46969;644;1983;AGTIC/GOVTIC;Concordo;Fim respostas
46969;644;1984;AGTIC/GOVTIC;Discordo;Fim respostas
46969;644;1985;AGTIC/GOVTIC;Discordo;Fim respostas
46969;644;1986;AGTIC/GOVTIC;Concordo;Fim respostas
46969;644;1987;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;644;1988;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;644;1989;AGTIC/GOVTIC;Concordo;Fim respostas
46969;644;1990;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;644;1991;AGTIC/GOVTIC;Concordo;Fim respostas
46969;644;1992;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;1994;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;1995;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;1996;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;1997;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;1998;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;1999;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;2000;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;645;2001;AGTIC/GOVTIC;Concordo;Fim respostas
46969;645;2002;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2004;AGTIC/GOVTIC;Discordo;Fim respostas
46969;646;2005;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2006;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2007;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2008;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2009;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2010;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2011;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2012;AGTIC/GOVTIC;Concordo;Fim respostas
46969;646;2013;AGTIC/GOVTIC;Discordo;Fim respostas
46969;647;2015;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;647;2016;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2017;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2018;AGTIC/GOVTIC;Discordo;Fim respostas
46969;647;2019;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2020;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2021;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2022;AGTIC/GOVTIC;Discordo;Fim respostas
46969;647;2023;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2024;AGTIC/GOVTIC;Discordo;Fim respostas
46969;647;2025;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2026;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;647;2027;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2028;AGTIC/GOVTIC;Concordo;Fim respostas
46969;647;2029;AGTIC/GOVTIC;Concordo;Fim respostas
46969;648;2031;AGTIC/GOVTIC;Concordo;Fim respostas
46969;648;2033;AGTIC/GOVTIC;Discordo;Fim respostas
46969;648;2034;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;648;2035;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;648;2036;AGTIC/GOVTIC;Concordo;Fim respostas
46969;649;2038;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2039;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2040;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2041;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2042;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2043;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2044;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2045;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2046;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2047;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2048;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2049;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2050;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2051;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2052;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2053;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2054;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2055;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2056;AGTIC/GOVTIC;Desconheço;Fim respostas
46969;649;2057;AGTIC/GOVTIC;Desconheço;Fim respostas
46970;644;1982;BC/SCM;Discordo;Fim respostas
46970;644;1983;BC/SCM;Discordo;Fim respostas
46970;644;1984;BC/SCM;Discordo;Fim respostas
46970;644;1985;BC/SCM;Discordo;Fim respostas
46970;644;1986;BC/SCM;Desconheço;Fim respostas
46970;644;1987;BC/SCM;Desconheço;Fim respostas
46970;644;1988;BC/SCM;Desconheço;Fim respostas
46970;644;1989;BC/SCM;Desconheço;Fim respostas
46970;644;1990;BC/SCM;Desconheço;Fim respostas
46970;644;1991;BC/SCM;Desconheço;Fim respostas
46970;644;1992;BC/SCM;Desconheço;Fim respostas
46970;645;1994;BC/SCM;Desconheço;Fim respostas
46970;645;1995;BC/SCM;Discordo;Fim respostas
46970;645;1996;BC/SCM;Discordo;Fim respostas
46970;645;1997;BC/SCM;Discordo;Fim respostas
46970;645;1998;BC/SCM;Desconheço;Fim respostas
46970;645;1999;BC/SCM;Concordo;Fim respostas
46970;645;2000;BC/SCM;Concordo;Fim respostas
46970;645;2001;BC/SCM;Concordo;Fim respostas
46970;645;2002;BC/SCM;Discordo;Fim respostas
46970;646;2004;BC/SCM;Discordo;Fim respostas
46970;646;2005;BC/SCM;Discordo;Fim respostas
46970;646;2006;BC/SCM;Discordo;Fim respostas
46970;646;2007;BC/SCM;Discordo;Fim respostas
46970;646;2008;BC/SCM;Discordo;Fim respostas
46970;646;2009;BC/SCM;Concordo;Fim respostas
46970;646;2010;BC/SCM;Discordo;Fim respostas
46970;646;2011;BC/SCM;Desconheço;Fim respostas
46970;646;2012;BC/SCM;Discordo;Fim respostas
46970;646;2013;BC/SCM;Discordo;Fim respostas
46970;647;2015;BC/SCM;Desconheço;Fim respostas
46970;647;2016;BC/SCM;Desconheço;Fim respostas
46970;647;2017;BC/SCM;Desconheço;Fim respostas
46970;647;2018;BC/SCM;Discordo;Fim respostas
46970;647;2019;BC/SCM;Desconheço;Fim respostas
46970;647;2020;BC/SCM;Desconheço;Fim respostas
46970;647;2021;BC/SCM;Desconheço;Fim respostas
46970;647;2022;BC/SCM;Discordo;Fim respostas
46970;647;2023;BC/SCM;Discordo;Fim respostas
46970;647;2024;BC/SCM;Discordo;Fim respostas
46970;647;2025;BC/SCM;Desconheço;Fim respostas
46970;647;2026;BC/SCM;Desconheço;Fim respostas
46970;647;2027;BC/SCM;Desconheço;Fim respostas
46970;647;2028;BC/SCM;Desconheço;Fim respostas
46970;647;2029;BC/SCM;Desconheço;Fim respostas
46970;648;2031;BC/SCM;Discordo;Fim respostas
46970;648;2033;BC/SCM;Desconheço;Fim respostas
46970;648;2034;BC/SCM;Desconheço;Fim respostas
46970;648;2035;BC/SCM;Desconheço;Fim respostas
46970;648;2036;BC/SCM;Desconheço;Fim respostas
46970;649;2038;BC/SCM;Desconheço;Fim respostas
46970;649;2039;BC/SCM;Desconheço;Fim respostas
46970;649;2040;BC/SCM;Discordo;Fim respostas
46970;649;2041;BC/SCM;Desconheço;Fim respostas
46970;649;2042;BC/SCM;Desconheço;Fim respostas
46970;649;2043;BC/SCM;Desconheço;Fim respostas
46970;649;2044;BC/SCM;Desconheço;Fim respostas
46970;649;2045;BC/SCM;Desconheço;Fim respostas
46970;649;2046;BC/SCM;Desconheço;Fim respostas
46970;649;2047;BC/SCM;Desconheço;Fim respostas
46970;649;2048;BC/SCM;Desconheço;Fim respostas
46970;649;2049;BC/SCM;Desconheço;Fim respostas
46970;649;2050;BC/SCM;Desconheço;Fim respostas
46970;649;2051;BC/SCM;Desconheço;Fim respostas
46970;649;2052;BC/SCM;Desconheço;Fim respostas
46970;649;2053;BC/SCM;Desconheço;Fim respostas
46970;649;2054;BC/SCM;Desconheço;Fim respostas
46970;649;2055;BC/SCM;Desconheço;Fim respostas
46970;649;2056;BC/SCM;Desconheço;Fim respostas
46970;649;2057;BC/SCM;Desconheço;Fim respostas
46971;644;1982;AGTIC/GOVTIC;Discordo;Fim respostas
46971;644;1983;AGTIC/GOVTIC;Discordo;Fim respostas
46971;644;1984;AGTIC/GOVTIC;Discordo;Fim respostas
46971;644;1985;AGTIC/GOVTIC;Discordo;Fim respostas
46971;644;1986;AGTIC/GOVTIC;Desconheço;Fim respostas
